sensor_type,device_type,timestamps,ssid,bssid,frequency,level 
wlan,smartphone,1454961709085960868,Pinky,10:86:8c:59:53:1a,5220.000,-83.000
wlan,smartphone,1454961709085944607,Tatooine-5,20:4e:7f:c1:f3:25,5240.000,-86.000
wlan,smartphone,1454961709085821930,HOME-C44F,58:23:8c:b9:c4:4f,2412.000,-79.000
wlan,smartphone,1454961709085891597,dlink-5GHz-C57A,c0:a0:bb:4b:c5:7a,5220.000,-85.000
wlan,smartphone,1454961709085906055,NIGHTHAWK-5,e8:fc:af:f4:49:94,5765.000,-86.000
wlan,smartphone,1454961709085815368,DIRECT-HpM2020 Series,32:cd:a7:3a:8e:f1,2462.000,-86.000
wlan,smartphone,1454961709085783107,NIGHTHAWK-306,e8:fc:af:f4:49:93,2437.000,-84.000
wlan,smartphone,1454961709085767159,hhwwg-guest,ea:fc:af:f4:49:94,2437.000,-83.000
wlan,smartphone,1454961705491716211,HOME-565E,c4:27:95:31:56:5e,2412.000,-69.000
wlan,smartphone,1454961705491603368,,d8:97:ba:7a:50:49,2412.000,-91.000
wlan,smartphone,1454961709085791680,xfinitywifi,d8:97:ba:52:96:52,5765.000,-91.000
wlan,smartphone,1454961705491717836,HOME-6722-2.4,00:71:c2:54:a7:c0,2437.000,-76.000
wlan,smartphone,1454961705491841211,,8a:f7:c7:98:75:40,2462.000,-78.000
wlan,smartphone,1454961709085672628,,02:ac:e0:5c:da:00,2462.000,-90.000
wlan,smartphone,1454961705492078566,308sratt5,5c:8f:e0:ac:4b:d0,5765.000,-89.000
wlan,smartphone,1454961705492963336,Sparqui,04:a1:51:dc:6a:fb,5765.000,-91.000
wlan,smartphone,1454961705492510128,Cinderella,10:5f:06:8f:5b:45,2412.000,-89.000
wlan,smartphone,1454961705492691441,,b8:9b:c9:37:3a:4b,2452.000,-91.000
wlan,smartphone,1454961705492833430,,5e:8f:e0:ac:4b:ca,2462.000,-91.000
wlan,smartphone,1454961709086507368,xfinitywifi,00:71:c2:54:a7:c2,2437.000,-82.000
wlan,smartphone,1454961705492995472,xfinitywifi,00:71:c2:a7:18:c9,5785.000,-89.000
wlan,smartphone,1454961709086439420,,5a:23:8c:b9:c4:40,2412.000,-78.000
wlan,smartphone,1454961709086444461,,ac:3a:7a:5c:f3:41,2437.000,-80.000
wlan,smartphone,1454961709086543034,MyWiFi,5c:8f:e0:d8:48:ab,5785.000,-87.000
wlan,smartphone,1454961709086479816,Jenny,00:71:c2:b1:c0:90,5745.000,-88.000
wlan,smartphone,1454961709086372607,,0c:54:a5:cf:8e:79,2437.000,-85.000
wlan,smartphone,1454961709086474284,HOME-7FA2-5,00:71:c2:a7:18:c8,5785.000,-90.000
wlan,smartphone,1454961709086394743,,02:ac:e0:3d:32:30,2462.000,-89.000
wlan,smartphone,1454961709086344878,,c6:27:95:66:8b:9f,2462.000,-91.000
wlan,smartphone,1454961709086249243,xfinitywifi,c6:a4:62:7e:f7:80,2412.000,-77.000
wlan,smartphone,1454961709086261555,xfinitywifi,54:be:f7:e8:d7:da,2437.000,-78.000
wlan,smartphone,1454961709086368868,xfinitywifi,54:be:f7:e7:2a:f2,5805.000,-90.000
wlan,smartphone,1454961709086324180,xfinitywifi,6e:8f:e0:ac:4b:d0,5765.000,-90.000
wlan,smartphone,1454961709086217920,xfinitywifi,00:71:c2:a7:18:c2,2437.000,-87.000
wlan,smartphone,1454961709086230128,xfinitywifi,c6:27:95:66:8b:90,2462.000,-90.000
wlan,smartphone,1454961709086218389,xfinitywifi,6e:8f:e0:ac:4b:ca,2462.000,-91.000
wlan,smartphone,1454961712604724151,xfinitywifi,d8:97:ba:bd:26:fa,5765.000,-87.000
wlan,smartphone,1454961712604043401,Pinky,10:86:8c:59:53:14,2427.000,-77.000
wlan,smartphone,1454961712603989651,,12:86:8c:59:53:14,2427.000,-77.000
wlan,smartphone,1454961712604081786,Johnsonville-2.4,d8:97:ba:be:51:d0,2437.000,-82.000
wlan,smartphone,1454961712604032380,xfinitywifi,d8:97:ba:be:51:d2,2437.000,-73.000
wlan,smartphone,1454961712605252203,Johnsonville-5,d8:97:ba:bd:26:f8,5765.000,-87.000
wlan,smartphone,1454961712605049140,2Vikings2010,20:76:00:87:62:75,2462.000,-90.000
wlan,smartphone,1454961712604970484,HOME-754F,88:f7:c7:98:75:4f,2462.000,-86.000
wlan,smartphone,1454961712604474786,,c6:27:95:31:56:5f,2412.000,-77.000
wlan,smartphone,1454961712605048953,NETGEAR94-5G,6c:b0:ce:3b:54:04,5765.000,-71.000
wlan,smartphone,1454961709086291817,DIRECT-roku-436A9F,b8:3e:59:f4:fc:59,2462.000,-87.000
wlan,smartphone,1454961712604279088,xfinitywifi,c6:27:95:31:56:50,2412.000,-77.000
wlan,smartphone,1454961712604443120,NETGEAR94,6c:b0:ce:3b:54:05,2437.000,-75.000
wlan,smartphone,1454961712604803672,ac5,6c:b0:ce:2d:f4:0b,5765.000,-84.000
wlan,smartphone,1454961712604493536,DrewLace,40:8b:07:b8:5d:b5,2462.000,-83.000
wlan,smartphone,1454961712604001036,NETGEAR23,a0:63:91:21:64:18,2412.000,-88.000
wlan,smartphone,1454961712604131213,,00:71:c2:54:a7:c1,2437.000,-79.000
wlan,smartphone,1454961709085747120,,c2:a4:62:7e:f7:80,2412.000,-80.000
wlan,smartphone,1454961712603905859,HOME-2C1F,cc:35:40:bd:2c:1f,2412.000,-80.000
wlan,smartphone,1454961709085757567,HOME-4F56-5,d8:97:ba:52:96:50,5765.000,-90.000
wlan,smartphone,1454961712603612922,Tatooine-2.4,20:4e:7f:c1:f3:26,2412.000,-83.000
wlan,smartphone,1454961709086551109,xfinitywifi,0c:54:a5:cf:8e:7a,2437.000,-82.000
wlan,smartphone,1454961712604970349,Easter1,20:76:00:5d:6f:65,2462.000,-84.000
wlan,smartphone,1454961712605060370,Pinky,10:86:8c:59:53:1a,5220.000,-84.000
wlan,smartphone,1454961712605015286,Tatooine-5,20:4e:7f:c1:f3:25,5240.000,-88.000
wlan,smartphone,1454961709086256203,HOME-C44F,58:23:8c:b9:c4:4f,2412.000,-79.000
wlan,smartphone,1454961712604856015,dlink-5GHz-C57A,c0:a0:bb:4b:c5:7a,5220.000,-82.000
wlan,smartphone,1454961712604886463,NIGHTHAWK-5,e8:fc:af:f4:49:94,5765.000,-89.000
wlan,smartphone,1454961709086129068,DIRECT-HpM2020 Series,32:cd:a7:3a:8e:f1,2462.000,-86.000
wlan,smartphone,1454961712604296109,NIGHTHAWK-306,e8:fc:af:f4:49:93,2437.000,-84.000
wlan,smartphone,1454961712604215057,hhwwg-guest,ea:fc:af:f4:49:94,2437.000,-83.000
wlan,smartphone,1454961712604034557,HOME-565E,c4:27:95:31:56:5e,2412.000,-77.000
wlan,smartphone,1454961709085942411,xfinitywifi,d8:97:ba:52:96:52,5765.000,-91.000
wlan,smartphone,1454961712604065599,HOME-6722-2.4,00:71:c2:54:a7:c0,2437.000,-79.000
wlan,smartphone,1454961712604308724,,8a:f7:c7:98:75:40,2462.000,-87.000
wlan,smartphone,1454961709085688255,,02:ac:e0:5c:da:00,2462.000,-90.000
wlan,smartphone,1454961712605359578,Sparqui,04:a1:51:dc:6a:fb,5765.000,-88.000
wlan,smartphone,1454961712604950849,,b8:9b:c9:37:3a:4b,2452.000,-89.000
wlan,smartphone,1454961712604730599,xfinitywifi,00:71:c2:54:a7:c2,2437.000,-79.000
wlan,smartphone,1454961709086335255,,5a:23:8c:b9:c4:40,2412.000,-78.000
wlan,smartphone,1454961709086299724,,ac:3a:7a:5c:f3:41,2437.000,-80.000
wlan,smartphone,1454961712605058036,MyWiFi,5c:8f:e0:d8:48:ab,5785.000,-88.000
wlan,smartphone,1454961709086257213,Jenny,00:71:c2:b1:c0:90,5745.000,-88.000
wlan,smartphone,1454961709086094588,,0c:54:a5:cf:8e:79,2437.000,-85.000
wlan,smartphone,1454961709086155380,HOME-7FA2-5,00:71:c2:a7:18:c8,5785.000,-90.000
wlan,smartphone,1454961709086036724,,02:ac:e0:3d:32:30,2462.000,-89.000
wlan,smartphone,1454961709085959724,,c6:27:95:66:8b:9f,2462.000,-91.000
wlan,smartphone,1454961712603931141,xfinitywifi,c6:a4:62:7e:f7:80,2412.000,-69.000
wlan,smartphone,1454961709085794786,xfinitywifi,54:be:f7:e8:d7:da,2437.000,-78.000
wlan,smartphone,1454961709085851109,xfinitywifi,54:be:f7:e7:2a:f2,5805.000,-90.000
wlan,smartphone,1454961712604369745,xfinitywifi,6e:8f:e0:ac:4b:d0,5765.000,-89.000
wlan,smartphone,1454961712603923995,xfinitywifi,00:71:c2:a7:18:c2,2437.000,-91.000
wlan,smartphone,1454961709086451745,xfinitywifi,c6:27:95:66:8b:90,2462.000,-90.000
wlan,smartphone,1454961712604351068,xfinitywifi,6e:8f:e0:ac:4b:ca,2462.000,-85.000
wlan,smartphone,1454961712603933828,,46:32:c8:fb:0e:b9,2412.000,-70.000
wlan,smartphone,1454961712603877578,dlink-C578,c0:a0:bb:4b:c5:78,2412.000,-71.000
wlan,smartphone,1454961712603670734,HOME-F782,cc:a4:62:7e:f7:80,2412.000,-72.000
wlan,smartphone,1454961712604573505,HOME-0EB8,44:32:c8:fb:0e:b8,2412.000,-72.000
wlan,smartphone,1454961712604677786,,ce:35:40:bd:2c:10,2412.000,-74.000
wlan,smartphone,1454961712604849828,HOME-3A48,b8:9b:c9:37:3a:48,2452.000,-85.000
wlan,smartphone,1454961712604725630,HOME-4A79-2.4,0c:54:a5:cf:8e:78,2437.000,-87.000
wlan,smartphone,1454961712604744380,CenturyLink4131,40:8b:07:69:4b:35,2457.000,-88.000
wlan,smartphone,1454961712604698505,,b8:9b:c9:37:3a:4a,2452.000,-88.000
wlan,smartphone,1454961712604768234,HOME-DA02,00:ac:e0:5c:da:00,2462.000,-88.000
wlan,smartphone,1454961712604498141,,00:71:c2:b1:c0:89,2437.000,-88.000
wlan,smartphone,1454961712604682078,308stratt,5c:8f:e0:ac:4b:ca,2462.000,-90.000
wlan,smartphone,1454961712604042776,xfinitywifi,46:32:c8:fb:0e:ba,2412.000,-71.000
wlan,smartphone,1454961712604146161,xfinitywifi,ce:35:40:bd:2c:11,2412.000,-83.000
wlan,smartphone,1454961712604651609,xfinitywifi,d8:97:ba:2f:cb:92,5805.000,-90.000
wlan,smartphone,1454961712604305599,,fa:8f:ca:53:83:18,2462.000,-92.000
wlan,smartphone,1454961724019717926,Pinky,10:86:8c:59:53:14,2427.000,-80.000
wlan,smartphone,1454961724019812041,Johnsonville-5,d8:97:ba:bd:26:f8,5765.000,-86.000
wlan,smartphone,1454961724019663280,2Vikings2010,20:76:00:87:62:75,2462.000,-89.000
wlan,smartphone,1454961724019460937,,c6:27:95:31:56:5f,2412.000,-81.000
wlan,smartphone,1454961724019585853,NETGEAR94-5G,6c:b0:ce:3b:54:04,5765.000,-65.000
wlan,smartphone,1454961724019338853,xfinitywifi,c6:27:95:31:56:50,2412.000,-81.000
wlan,smartphone,1454961724019231373,NETGEAR94,6c:b0:ce:3b:54:05,2437.000,-69.000
wlan,smartphone,1454961724019182207,DrewLace,40:8b:07:b8:5d:b5,2462.000,-84.000
wlan,smartphone,1454961724019042696,,00:71:c2:54:a7:c1,2437.000,-80.000
wlan,smartphone,1454961724018911873,,c2:a4:62:7e:f7:80,2412.000,-80.000
wlan,smartphone,1454961724018941144,xfinitywifi,0c:54:a5:cf:8e:7a,2437.000,-85.000
wlan,smartphone,1454961724018927905,Easter1,20:76:00:5d:6f:65,2462.000,-88.000
wlan,smartphone,1454961724018976686,NIGHTHAWK-5,e8:fc:af:f4:49:94,5765.000,-86.000
wlan,smartphone,1454961724019757280,NIGHTHAWK-306,e8:fc:af:f4:49:93,2437.000,-83.000
wlan,smartphone,1454961724019697613,hhwwg-guest,ea:fc:af:f4:49:94,2437.000,-83.000
wlan,smartphone,1454961724019558926,HOME-565E,c4:27:95:31:56:5e,2412.000,-81.000
wlan,smartphone,1454961724019541603,HOME-6722-2.4,00:71:c2:54:a7:c0,2437.000,-82.000
wlan,smartphone,1454961724019541988,,8a:f7:c7:98:75:40,2462.000,-86.000
wlan,smartphone,1454961724019556769,Sparqui,04:a1:51:dc:6a:fb,5765.000,-87.000
wlan,smartphone,1454961724019336634,xfinitywifi,00:71:c2:54:a7:c2,2437.000,-82.000
wlan,smartphone,1454961724019285488,,ac:3a:7a:5c:f3:41,2437.000,-77.000
wlan,smartphone,1454961724019339936,Jenny,00:71:c2:b1:c0:90,5745.000,-90.000
wlan,smartphone,1454961724019332498,HOME-7FA2-5,00:71:c2:a7:18:c8,5785.000,-88.000
wlan,smartphone,1454961724019176790,,c6:27:95:66:8b:9f,2462.000,-90.000
wlan,smartphone,1454961724018956051,xfinitywifi,c6:a4:62:7e:f7:80,2412.000,-81.000
wlan,smartphone,1454961724019154613,xfinitywifi,54:be:f7:e7:2a:f2,5805.000,-90.000
wlan,smartphone,1454961724018950186,xfinitywifi,c6:27:95:66:8b:90,2462.000,-92.000
wlan,smartphone,1454961724018751905,,46:32:c8:fb:0e:b9,2412.000,-77.000
wlan,smartphone,1454961724019621801,dlink-C578,c0:a0:bb:4b:c5:78,2412.000,-87.000
wlan,smartphone,1454961724019547613,HOME-0EB8,44:32:c8:fb:0e:b8,2412.000,-77.000
wlan,smartphone,1454961724019511478,xfinitywifi,46:32:c8:fb:0e:ba,2412.000,-78.000
wlan,smartphone,1454961724019486186,xfinitywifi,ce:35:40:bd:2c:11,2412.000,-77.000
wlan,smartphone,1454961724019547269,NIGHTHAWK-5,e8:fc:af:f4:49:92,5220.000,-87.000
wlan,smartphone,1454961724019488030,TigerNet,3c:7a:8a:41:3b:c4,5745.000,-88.000
wlan,smartphone,1454961724019346686,HOME-7FA2-2.4,00:71:c2:a7:18:c0,2437.000,-85.000
wlan,smartphone,1454961724019293176,Get yours,dc:ef:09:e1:93:c1,2452.000,-86.000
wlan,smartphone,1454961724019287290,ac2,6c:b0:ce:2d:f4:0c,2462.000,-88.000
wlan,smartphone,1454961724019063780,,54:be:f7:e1:46:b1,2412.000,-89.000
wlan,smartphone,1454961724019121176,TellYourWifiSaidHi,f8:35:dd:a3:35:59,2462.000,-89.000
wlan,smartphone,1454961724019118374,xfinitywifi,54:be:f7:e3:ca:32,5765.000,-92.000
wlan,smartphone,1454961738510670024,,c6:27:95:31:56:5f,2412.000,-86.000
wlan,smartphone,1454961738511080754,NETGEAR94-5G,6c:b0:ce:3b:54:04,5765.000,-67.000
wlan,smartphone,1454961738510772931,NETGEAR94,6c:b0:ce:3b:54:05,2437.000,-63.000
wlan,smartphone,1454961738510831670,,00:71:c2:54:a7:c1,2437.000,-89.000
wlan,smartphone,1454961738511113608,Sparqui,04:a1:51:dc:6a:fb,5765.000,-85.000
wlan,smartphone,1454961738510857816,xfinitywifi,c6:27:95:66:8b:90,2462.000,-87.000
wlan,smartphone,1454961738510600972,,46:32:c8:fb:0e:b9,2412.000,-84.000
wlan,smartphone,1454961738510942754,TigerNet,3c:7a:8a:41:3b:c4,5745.000,-87.000
wlan,smartphone,1454961738510782858,Get yours,dc:ef:09:e1:93:c1,2452.000,-88.000
wlan,smartphone,1454961738510977014,xfinitywifi,54:be:f7:e3:ca:32,5765.000,-89.000
wlan,smartphone,1454961738510550754,HOME-C44F,58:23:8c:b9:c4:4f,2412.000,-71.000
wlan,smartphone,1454961738510838285,TeachersLounge,10:86:8c:43:51:3b,5745.000,-77.000
wlan,smartphone,1454961738510459764,Tatooine-2.4,20:4e:7f:c1:f3:26,2412.000,-77.000
wlan,smartphone,1454961738510470181,,5a:23:8c:b9:c4:40,2412.000,-77.000
wlan,smartphone,1454961738510854274,cred-5G,08:bd:43:fe:5b:f1,5765.000,-84.000
wlan,smartphone,1454961738510740379,Tatooine-5,20:4e:7f:c1:f3:25,5240.000,-85.000
wlan,smartphone,1454961738510684951,Evieanddaddy,5c:8f:e0:9a:c9:14,5180.000,-85.000
wlan,smartphone,1454961738510923243,ac5,6c:b0:ce:2d:f4:0b,5765.000,-85.000
wlan,smartphone,1454961738510884243,NETGEAR18-5G,a0:63:91:3d:8d:c8,5765.000,-86.000
wlan,smartphone,1454961738510845868,BlackWidow5G,42:5d:82:3a:02:fc,5765.000,-86.000
wlan,smartphone,1454961738510235024,,e2:88:5d:85:62:e7,2412.000,-84.000
wlan,smartphone,1454961738510785472,NETGEAR05-5G,28:c6:8e:8b:93:86,5765.000,-89.000
wlan,smartphone,1454961738510839472,HOME-FA54-5,54:be:f7:e3:ca:30,5765.000,-89.000
wlan,smartphone,1454961738510652524,Stadium of Light_5Ghz,48:f8:b3:c2:6f:57,5765.000,-89.000
wlan,smartphone,1454961738510438316,NETGEAR07-arlo_247040,0a:bd:43:fe:5b:f4,2457.000,-86.000
wlan,smartphone,1454961738510182368,,12:86:8c:43:51:36,2412.000,-86.000
wlan,smartphone,1454961738510454514,,5e:8f:e0:d8:48:a6,2462.000,-86.000
wlan,smartphone,1454961738510618618,NETGEAR53-5G,dc:ef:09:e1:93:c3,5765.000,-91.000
wlan,smartphone,1454961738510189254,,12:86:8c:59:53:14,2427.000,-87.000
wlan,smartphone,1454961738510379399,Petterson,c4:27:95:66:8b:9e,2462.000,-87.000
wlan,smartphone,1454961738510059660,,e2:88:5d:c5:a5:d5,2412.000,-87.000
wlan,smartphone,1454961738510243493,2awesome,88:1f:a1:3a:b8:30,2437.000,-88.000
wlan,smartphone,1454961738511175962,HOME-06DC-2.4,54:be:f7:e8:d7:d8,2437.000,-88.000
wlan,smartphone,1454961738511188326,,3e:7a:8a:41:3b:be,2437.000,-88.000
wlan,smartphone,1454961738511216420,TigerNet,3c:7a:8a:41:3b:be,2437.000,-90.000
wlan,smartphone,1454961738511314097,,62:45:b0:69:f3:34,5240.000,-91.000
wlan,smartphone,1454961738511575139,xfinitywifi,6e:8f:e0:d8:48:ab,5785.000,-84.000
wlan,smartphone,1454961738511047556,xfinitywifi,00:71:c2:a7:18:c2,2437.000,-85.000
wlan,smartphone,1454961738511011233,xfinitywifi,4e:7a:8a:41:3b:be,2437.000,-88.000
wlan,smartphone,1454961738511044670,xfinitywifi,d8:97:ba:be:51:d2,2437.000,-90.000
wlan,smartphone,1454961738510030964,,c6:27:95:31:56:5f,2412.000,-86.000
wlan,smartphone,1454961742024876214,NETGEAR94-5G,6c:b0:ce:3b:54:04,5765.000,-60.000
wlan,smartphone,1454961738511018193,NETGEAR94,6c:b0:ce:3b:54:05,2437.000,-63.000
wlan,smartphone,1454961738511032974,,00:71:c2:54:a7:c1,2437.000,-89.000
wlan,smartphone,1454961742024711412,Sparqui,04:a1:51:dc:6a:fb,5765.000,-80.000
wlan,smartphone,1454961738510974120,xfinitywifi,c6:27:95:66:8b:90,2462.000,-87.000
wlan,smartphone,1454961738510669516,,46:32:c8:fb:0e:b9,2412.000,-84.000
wlan,smartphone,1454961742024449172,TigerNet,3c:7a:8a:41:3b:c4,5745.000,-90.000
wlan,smartphone,1454961738510765620,Get yours,dc:ef:09:e1:93:c1,2452.000,-88.000
wlan,smartphone,1454961738510917381,xfinitywifi,54:be:f7:e3:ca:32,5765.000,-89.000
wlan,smartphone,1454961738510432058,HOME-C44F,58:23:8c:b9:c4:4f,2412.000,-71.000
wlan,smartphone,1454961738510680474,TeachersLounge,10:86:8c:43:51:3b,5745.000,-77.000
wlan,smartphone,1454961738510261224,Tatooine-2.4,20:4e:7f:c1:f3:26,2412.000,-77.000
wlan,smartphone,1454961738510230131,,5a:23:8c:b9:c4:40,2412.000,-77.000
wlan,smartphone,1454961738510574849,cred-5G,08:bd:43:fe:5b:f1,5765.000,-84.000
wlan,smartphone,1454961742023921339,Tatooine-5,20:4e:7f:c1:f3:25,5240.000,-86.000
wlan,smartphone,1454961738511312089,Evieanddaddy,5c:8f:e0:9a:c9:14,5180.000,-85.000
wlan,smartphone,1454961742024908756,ac5,6c:b0:ce:2d:f4:0b,5765.000,-89.000
wlan,smartphone,1454961742024795662,NETGEAR18-5G,a0:63:91:3d:8d:c8,5765.000,-78.000
wlan,smartphone,1454961742024737693,BlackWidow5G,42:5d:82:3a:02:fc,5765.000,-90.000
wlan,smartphone,1454961742024374662,,e2:88:5d:85:62:e7,2412.000,-86.000
wlan,smartphone,1454961738511178651,NETGEAR05-5G,28:c6:8e:8b:93:86,5765.000,-89.000
wlan,smartphone,1454961738511191558,HOME-FA54-5,54:be:f7:e3:ca:30,5765.000,-89.000
wlan,smartphone,1454961738510964454,Stadium of Light_5Ghz,48:f8:b3:c2:6f:57,5765.000,-89.000
wlan,smartphone,1454961738510708943,NETGEAR07-arlo_247040,0a:bd:43:fe:5b:f4,2457.000,-86.000
wlan,smartphone,1454961738510411120,,12:86:8c:43:51:36,2412.000,-86.000
wlan,smartphone,1454961738510653839,,5e:8f:e0:d8:48:a6,2462.000,-86.000
wlan,smartphone,1454961738510770079,NETGEAR53-5G,dc:ef:09:e1:93:c3,5765.000,-91.000
wlan,smartphone,1454961742023940506,,12:86:8c:59:53:14,2427.000,-87.000
wlan,smartphone,1454961738510450235,Petterson,c4:27:95:66:8b:9e,2462.000,-87.000
wlan,smartphone,1454961738510079454,,e2:88:5d:c5:a5:d5,2412.000,-87.000
wlan,smartphone,1454961738510224433,2awesome,88:1f:a1:3a:b8:30,2437.000,-88.000
wlan,smartphone,1454961742024738537,HOME-06DC-2.4,54:be:f7:e8:d7:d8,2437.000,-89.000
wlan,smartphone,1454961738511087652,,3e:7a:8a:41:3b:be,2437.000,-88.000
wlan,smartphone,1454961738511075902,TigerNet,3c:7a:8a:41:3b:be,2437.000,-90.000
wlan,smartphone,1454961738511133006,,62:45:b0:69:f3:34,5240.000,-91.000
wlan,smartphone,1454961742024751881,xfinitywifi,6e:8f:e0:d8:48:ab,5785.000,-78.000
wlan,smartphone,1454961738510786568,xfinitywifi,00:71:c2:a7:18:c2,2437.000,-85.000
wlan,smartphone,1454961738510696183,xfinitywifi,4e:7a:8a:41:3b:be,2437.000,-88.000
wlan,smartphone,1454961738510700506,xfinitywifi,d8:97:ba:be:51:d2,2437.000,-90.000
wlan,smartphone,1454961742024514402,HOME-7FA2-5,00:71:c2:a7:18:c8,5785.000,-83.000
wlan,smartphone,1454961742024265141,NIGHTHAWK-5,e8:fc:af:f4:49:92,5220.000,-86.000
wlan,smartphone,1454961742024140777,NETGEAR43,a0:63:91:cc:f2:76,2447.000,-83.000
wlan,smartphone,1454961742024003329,,54:be:f7:aa:54:61,2422.000,-83.000
wlan,smartphone,1454961742024129829,Jenny,00:71:c2:b1:c0:90,5745.000,-89.000
wlan,smartphone,1454961742023828839,Pinky,10:86:8c:59:53:14,2427.000,-85.000
wlan,smartphone,1454961742025027631,NETGEAR19-5G,dc:ef:09:9a:f6:77,5765.000,-92.000
wlan,smartphone,1454961742024794600,,8e:04:ff:76:86:66,2462.000,-88.000
wlan,smartphone,1454961742024528110,,d8:97:ba:7a:50:49,2412.000,-88.000
wlan,smartphone,1454961742024511037,,54:be:f7:e1:46:b1,2412.000,-88.000
wlan,smartphone,1454961742024410297,HOME-62E6,e0:88:5d:85:62:e6,2412.000,-88.000
wlan,smartphone,1454961742024333631,NETGEAR05,28:c6:8e:8b:93:87,2412.000,-89.000
wlan,smartphone,1454961742024449912,MyWiFi,5c:8f:e0:d8:48:a6,2462.000,-89.000
wlan,smartphone,1454961742024319683,Lizard2.4,5c:8f:e0:cd:71:2e,2437.000,-91.000
wlan,smartphone,1454961742024303547,Cowboy,00:1a:70:54:f7:7d,2457.000,-85.000
wlan,smartphone,1454961742024111829,xfinitywifi,e2:88:5d:85:62:e8,2412.000,-86.000
wlan,smartphone,1454961742023975954,xfinitywifi,22:86:8c:43:51:36,2412.000,-86.000
wlan,smartphone,1454961742024875799,NETGEAR94-5G,6c:b0:ce:3b:54:04,5765.000,-60.000
wlan,smartphone,1454961745564144319,xfinitywifi,54:be:f7:e3:ca:32,5765.000,-87.000
wlan,smartphone,1454961745564070059,cred-5G,08:bd:43:fe:5b:f1,5765.000,-90.000
wlan,smartphone,1454961745564128455,ac5,6c:b0:ce:2d:f4:0b,5765.000,-90.000
wlan,smartphone,1454961745564093236,NETGEAR18-5G,a0:63:91:3d:8d:c8,5765.000,-87.000
wlan,smartphone,1454961745564006746,NETGEAR05-5G,28:c6:8e:8b:93:86,5765.000,-88.000
wlan,smartphone,1454961745563884996,NETGEAR07-arlo_247040,0a:bd:43:fe:5b:f4,2457.000,-79.000
wlan,smartphone,1454961745564028069,HOME-7FA2-5,00:71:c2:a7:18:c8,5785.000,-88.000
wlan,smartphone,1454961745563757361,,54:be:f7:aa:54:61,2422.000,-80.000
wlan,smartphone,1454961745563763476,Pinky,10:86:8c:59:53:14,2427.000,-81.000
wlan,smartphone,1454961745564618736,NETGEAR05,28:c6:8e:8b:93:87,2412.000,-89.000
wlan,smartphone,1454961745564596663,xfinitywifi,e2:88:5d:85:62:e8,2412.000,-81.000
wlan,smartphone,1454961745564585788,NETGEAR18,a0:63:91:3d:8d:c9,2412.000,-76.000
wlan,smartphone,1454961745564854309,MyWiFi,5c:8f:e0:d8:48:ab,5785.000,-81.000
wlan,smartphone,1454961745564563090,Sparqui,04:a1:51:dc:6a:fc,2412.000,-83.000
wlan,smartphone,1454961745564622403,xfinitywifi,6e:8f:e0:9a:c9:14,5180.000,-76.000
wlan,smartphone,1454961745564632132,xfinitywifi,22:86:8c:43:51:3b,5745.000,-77.000
wlan,smartphone,1454961745564529080,xfinitywifi,54:be:f7:aa:54:62,2422.000,-84.000
wlan,smartphone,1454961745564606851,xfinitywifi,4e:7a:8a:41:3b:c4,5745.000,-89.000
wlan,smartphone,1454961745564552892,xfinitywifi,22:86:8c:75:fa:e2,5180.000,-92.000
wlan,smartphone,1454961749100081875,NETGEAR94-5G,6c:b0:ce:3b:54:04,5765.000,-67.000
wlan,smartphone,1454961749100038135,Sparqui,04:a1:51:dc:6a:fb,5765.000,-87.000
wlan,smartphone,1454961745564081042,xfinitywifi,54:be:f7:e3:ca:32,5765.000,-87.000
wlan,smartphone,1454961749099894750,cred-5G,08:bd:43:fe:5b:f1,5765.000,-90.000
wlan,smartphone,1454961749099806510,Tatooine-5,20:4e:7f:c1:f3:25,5240.000,-82.000
wlan,smartphone,1454961749099797990,ac5,6c:b0:ce:2d:f4:0b,5765.000,-86.000
wlan,smartphone,1454961745563982354,NETGEAR18-5G,a0:63:91:3d:8d:c8,5765.000,-87.000
wlan,smartphone,1454961749099781510,NETGEAR05-5G,28:c6:8e:8b:93:86,5765.000,-79.000
wlan,smartphone,1454961749099707292,NETGEAR07-arlo_247040,0a:bd:43:fe:5b:f4,2457.000,-81.000
wlan,smartphone,1454961745563948750,HOME-7FA2-5,00:71:c2:a7:18:c8,5785.000,-88.000
wlan,smartphone,1454961745563687625,,54:be:f7:aa:54:61,2422.000,-80.000
wlan,smartphone,1454961745564701656,Pinky,10:86:8c:59:53:14,2427.000,-81.000
wlan,smartphone,1454961749100666375,NETGEAR19-5G,dc:ef:09:9a:f6:77,5765.000,-87.000
wlan,smartphone,1454961749100580885,,d8:97:ba:7a:50:49,2412.000,-91.000
wlan,smartphone,1454961745564546344,NETGEAR05,28:c6:8e:8b:93:87,2412.000,-89.000
wlan,smartphone,1454961745564543490,xfinitywifi,e2:88:5d:85:62:e8,2412.000,-81.000
wlan,smartphone,1454961749100530427,NETGEAR18,a0:63:91:3d:8d:c9,2412.000,-81.000
wlan,smartphone,1454961745564810042,MyWiFi,5c:8f:e0:d8:48:ab,5785.000,-81.000
wlan,smartphone,1454961745564519812,Sparqui,04:a1:51:dc:6a:fc,2412.000,-83.000
wlan,smartphone,1454961745564579906,xfinitywifi,6e:8f:e0:9a:c9:14,5180.000,-76.000
